,Country,Commodity,ImportsFrom,World,ReImportsFrom,ExportsTo,ImpFromExpToRatio,emissionsCommodity,tCO2_USA,tCH4_USA,tN2O_USA,ghgCategory,tCO2,tCH4,tN2O,tCO2_expto,tCH4_expto,tN2O_expto
1,South Africa,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, similar products obtained by synthesis, other processes; coloured or not",29507584.53727863,29507591.0,17760.0,29192829.00090788,1.0107819470446309,nan,,,,Unburned,0.0,0.0,0.0,0.0,0.0,0.0
1,Nigeria,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, similar products obtained by synthesis, other processes; coloured or not",54227692.0,54227693.0,0.0,38441504.0,1.410654796440847,nan,,,,Unburned,0.0,0.0,0.0,0.0,0.0,0.0
1,Egypt,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, similar products obtained by synthesis, other processes; coloured or not",4906729.0,4906731.0,0.0,4385357.0,1.1188892945317792,nan,,,,Unburned,0.0,0.0,0.0,0.0,0.0,0.0
1,South Africa,"Petroleum coke, petroleum bitumen; other residues of petroleum oils or oils obtained from bituminous minerals",273893238.0,273893240.0,0.0,311403870.6226157,0.8795434605625885,nan,,,,Petroleum coke,867899.1979125,89.01530235000001,5.3409181409999995,986761.0150354134,101.20625795235011,6.072375477141006
1,Nigeria,"Petroleum coke, petroleum bitumen; other residues of petroleum oils or oils obtained from bituminous minerals",342261995.1953387,318190871.3945702,0.0,156692574.0,2.1842898259833214,nan,,,,Petroleum coke,1084542.6972752297,111.23514843848508,6.6741089063091055,496519.5938625,50.92508655,3.055505193
1,Egypt,"Petroleum coke, petroleum bitumen; other residues of petroleum oils or oils obtained from bituminous minerals",3549247571.209911,879309155.3511208,0.0,1909085286.1092305,1.8591351560010068,nan,,,,Petroleum coke,11246678.241271405,1153.505460643221,69.21032763859326,6049414.000358624,620.4527179854999,37.227163079129994
1,South Africa,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks",872273.0,872273.0,0.0,219241.39624738798,3.978596263890525,nan,,,,Oil shale and tar sands,830.6655779,0.077632297,0.01164484455,208.78358164638757,0.01951248426601753,0.0029268726399026296
1,Nigeria,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks",821525.0,821526.0,0.0,283490.0,2.897897633073477,nan,,,,Oil shale and tar sands,782.3382575,0.073115725,0.010967358750000001,269.967527,0.025230610000000004,0.0037845915
1,Egypt,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks",577178713.0,577178713.0,0.0,33149000.0,17.41164780234698,nan,,,,Oil shale and tar sands,549647.2883899,51.368905457000004,7.705335818550001,31567.7927,2.9502610000000002,0.44253915000000005
1,South Africa,"Bituminous mixtures based on natural asphalt; on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (e.g. bituminous mastics, cut-backs)",323839.0,323840.0,0.0,1004911.9373693522,0.32225609822860923,nan,,,,Unburned,0.0,0.0,0.0,0.0,0.0,0.0
1,Nigeria,"Bituminous mixtures based on natural asphalt; on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (e.g. bituminous mastics, cut-backs)",981659.0,981659.0,0.0,871865.0,1.125930046509494,nan,,,,Unburned,0.0,0.0,0.0,0.0,0.0,0.0
1,Egypt,"Bituminous mixtures based on natural asphalt; on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (e.g. bituminous mastics, cut-backs)",42773149.60520337,26725117.50510787,0.0,1053912.0,40.585124379647795,nan,,,,Unburned,0.0,0.0,0.0,0.0,0.0,0.0
