Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,768,Togo,TGO,,,,,,,,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",8,Weight in kilograms,139560046,,,,139560046,,10328048,,,6
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,780,Trinidad and Tobago,TTO,,,,,,,,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",8,Weight in kilograms,558887682,,,,558887682,,52667386,,,6
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,792,Turkey,TUR,,,,,,,,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",8,Weight in kilograms,4611792939,,,,4611792939,,400781399,,,6
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,804,Ukraine,UKR,,,,,,,,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",8,Weight in kilograms,8785521549,,,,8785521549,,820990294,,,6
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,818,Egypt,EGY,,,,,,,,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",8,Weight in kilograms,3817624013,,,,3817624013,,275687725,,,6
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,826,United Kingdom,GBR,,,,,,,,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",8,Weight in kilograms,4886777714,,,,4886777714,,388248373,,,6
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,858,Uruguay,URY,,,,,,,,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",8,Weight in kilograms,34223000,,,,34223000,,1925044,,,0
H5,2018,2018,2018,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,1520499000,,,,1520499000,,128452174,,,0
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,6945028000,,,,6945028000,,261026839,,,0
H5,2018,2018,2018,6,1,3,Re-Export,842,USA,USA,0,World,WLD,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,574000,,,,574000,,113370,,,0
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,40,Austria,AUT,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,340000,,,,340000,,10372,,,0
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,76,Brazil,BRA,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,2709000,,,,2709000,,82602,,,0
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,104,Myanmar,MMR,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,1282000,,,,1282000,,39075,,,0
H5,2018,2018,2018,6,1,1,Import,842,USA,USA,124,Canada,CAN,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,15652000,,,,15652000,,3017366,,,0
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,124,Canada,CAN,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,289800000,,,,289800000,,22381711,,,0
H5,2018,2018,2018,6,1,1,Import,842,USA,USA,156,China,CHN,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,1792000,,,,1792000,,221314,,,0
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,156,China,CHN,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,332247000,,,,332247000,,11482872,,,0
H5,2018,2018,2018,6,1,1,Import,842,USA,USA,170,Colombia,COL,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,1394021000,,,,1394021000,,114424352,,,0
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,170,Colombia,COL,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,154000,,,,154000,,13559,,,0
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,214,Dominican Rep.,DOM,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,1819000,,,,1819000,,92473,,,0
H5,2018,2018,2018,6,1,3,Re-Export,842,USA,USA,214,Dominican Rep.,DOM,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,110000,,,,110000,,25850,,,0
H5,2018,2018,2018,6,1,2,Export,842,USA,USA,222,El Salvador,SLV,,,,,,,,270119,"Coal; (other than anthracite and bituminous), whether or not pulverised but not agglomerated",8,Weight in kilograms,11000,,,,11000,,2640,,,0
